MaskName:level13_nav_mask.txt
MaskW:76
MaskH:76
MaskdW:0.8
MaskdH:0.8
0,0,-31.1,-31.05,5,-30.3,-31.05,5,-31.1,-30.25,5,-30.3,-30.25,5,1
1,0,-30.3,-31.05,5,-29.5,-31.05,5,-30.3,-30.25,5,-29.5,-30.25,5,1
2,0,-29.5,-31.05,5,-28.7,-31.05,5,-29.5,-30.25,5,-28.7,-30.25,5,1
3,0,-28.7,-31.05,5,-27.9,-31.05,5,-28.7,-30.25,5,-27.9,-30.25,5,1
4,0,-27.9,-31.05,5,-27.1,-31.05,5,-27.9,-30.25,5,-27.1,-30.25,5,1
5,0,-27.1,-31.05,5,-26.3,-31.05,5,-27.1,-30.25,5,-26.3,-30.25,5,1
6,0,-26.3,-31.05,5,-25.5,-31.05,5,-26.3,-30.25,5,-25.5,-30.25,5,1
7,0,-25.5,-31.05,5,-24.7,-31.05,5,-25.5,-30.25,5,-24.7,-30.25,5,1
8,0,-24.7,-31.05,5,-23.9,-31.05,5,-24.7,-30.25,5,-23.9,-30.25,5,1
9,0,-23.9,-31.05,5,-23.1,-31.05,5,-23.9,-30.25,5,-23.1,-30.25,5,1
10,0,-23.1,-31.05,5,-22.3,-31.05,5,-23.1,-30.25,5,-22.3,-30.25,5,1
11,0,-22.3,-31.05,5,-21.5,-31.05,5,-22.3,-30.25,5,-21.5,-30.25,5,1
12,0,-21.5,-31.05,5,-20.7,-31.05,5,-21.5,-30.25,5,-20.7,-30.25,5,1
13,0,-20.7,-31.05,5,-19.9,-31.05,5,-20.7,-30.25,5,-19.9,-30.25,5,1
14,0,-19.9,-31.05,5,-19.1,-31.05,5,-19.9,-30.25,5,-19.1,-30.25,5,1
15,0,-19.1,-31.05,5,-18.3,-31.05,5,-19.1,-30.25,5,-18.3,-30.25,5,1
16,0,-18.3,-31.05,5,-17.5,-31.05,5,-18.3,-30.25,5,-17.5,-30.25,5,1
17,0,-17.5,-31.05,5,-16.7,-31.05,5,-17.5,-30.25,5,-16.7,-30.25,5,1
